Sensor,Sensor ID,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm
New Quay,12,34,13,8,3,4,12,61,137,201,171,178,191,295,270,221,229,268,362,381,351,325,231,126,84
Sandridge Bridge,14,59,25,14,10,25,69,160,288,588,346,303,358,423,442,414,472,623,917,539,359,314,359,290,159
Collins Place (South),17,20,10,8,7,16,58,142,418,1121,739,537,529,1069,1010,580,517,514,751,370,186,171,118,100,52
Collins Place (North),18,1,0,0,0,0,5,47,282,1005,546,323,304,393,408,332,345,469,595,182,54,18,11,8,4
Chinatown-Swanston St (North),19,138,79,47,21,13,13,25,44,111,168,302,517,912,956,897,850,821,934,1047,1010,852,652,381,195
Chinatown-Lt Bourke St (South),20,55,36,25,16,12,15,22,50,102,122,192,273,487,485,371,346,310,406,538,580,476,334,200,87
Bourke St-Russell St (West),21,111,60,33,26,15,15,38,71,144,155,230,375,680,702,568,530,519,591,588,556,468,349,222,119
Flinders St-Elizabeth St (East),22,163,79,48,37,36,84,329,728,1573,1268,1254,1484,1930,2043,1932,2051,2304,2824,2075,1500,1249,1088,740,312
Spencer St-Collins St (South),23,43,18,10,13,9,42,155,407,940,545,398,398,727,628,424,443,617,867,460,292,226,178,111,62
Spencer St-Collins St (North),24,150,51,39,36,35,150,445,1021,2000,1297,1039,1022,1329,1332,1236,1475,2049,2534,1436,811,624,586,421,265
Melbourne Convention Exhibition Centre,25,61,30,13,12,15,33,156,362,593,506,634,812,1024,1104,1092,1145,1179,1282,979,517,436,369,229,100
QV Market-Elizabeth St (West),26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QV Market-Peel St,27,22,12,6,6,3,10,22,53,108,96,120,135,181,185,156,145,143,181,160,110,89,72,46,31
The Arts Centre,28,38,17,11,19,25,53,202,415,822,676,844,1025,1331,1313,1260,1249,1266,1320,788,424,313,362,237,57
St Kilda Rd-Alexandra Gardens,29,38,19,12,8,9,26,93,162,271,242,327,427,558,579,550,539,517,588,501,410,343,313,221,69
Lonsdale St (South),30,198,146,94,72,52,56,43,79,165,211,290,389,640,663,566,540,528,609,628,570,504,403,276,179
Lygon St (West),31,35,15,8,7,9,12,18,54,106,133,195,203,301,326,275,252,245,278,311,318,307,238,135,51
Southbank,35,244,84,44,26,30,114,446,935,2052,1303,1152,1388,2153,2164,1788,1771,2116,2961,2252,1720,1469,1208,821,395
Queen St (West),36,30,20,12,12,14,22,55,137,342,293,278,308,551,502,377,311,339,442,306,180,162,153,72,46
Lygon St (East),37,37,13,7,6,6,8,11,34,85,94,123,147,237,243,186,172,182,203,141,61,51,77,72,61
Alfred Place,39,9,4,2,2,2,7,25,78,184,189,162,149,346,286,160,128,133,157,98,54,36,25,17,12
Lonsdale St-Spring St (West),40,14,8,5,4,6,16,62,159,482,352,365,374,571,492,363,272,269,294,198,134,104,77,47,23
Grattan St-Swanston St (West),42,13,7,3,2,2,5,25,56,183,195,229,252,388,368,305,315,314,346,213,142,94,73,51,27
Monash Rd-Swanston St (West),43,10,4,2,1,0,5,25,69,189,236,238,249,345,355,323,336,385,462,282,237,123,84,56,27
Tin Alley-Swanston St (West),44,3,1,0,0,0,2,11,35,81,94,110,118,157,157,131,132,136,162,91,72,37,24,20,9
Little Collins St-Swanston St (East),45,103,52,27,24,21,38,82,230,529,533,650,867,1324,1405,1237,1182,1181,1321,983,798,698,533,302,156
Flinders La-Swanston St (West),41,224,105,70,60,69,123,302,541,1172,1169,1308,1579,2011,2065,1971,1906,1962,2089,1527,1090,891,755,554,326
Pelham St (South),46,7,3,2,1,1,3,19,43,123,137,114,124,215,216,168,156,176,187,130,94,64,39,23,13
Melbourne Central-Elizabeth St (East),47,155,88,52,35,38,70,189,323,723,725,844,1108,1547,1714,1595,1601,1702,1897,1430,1027,810,606,396,209
QVM-Queen St (East),48,26,14,8,6,5,13,31,71,150,157,240,269,332,337,278,244,219,255,214,160,133,116,79,39
QVM-Therry St (South),49,108,75,55,39,32,35,64,114,209,219,326,384,506,499,423,410,374,429,421,339,283,234,174,140
Faraday St-Lygon St (West),50,10,5,3,3,5,9,18,50,114,187,258,318,448,448,401,360,355,395,403,330,319,222,99,28
QVM-Franklin St (North),51,29,18,10,11,10,13,23,48,102,121,129,156,211,193,168,164,165,183,180,140,110,87,58,36
Elizabeth St-Lonsdale St (South),52,49,29,19,11,9,18,39,133,387,296,334,426,729,770,680,606,600,688,565,470,370,298,141,69
Collins St (North),53,35,19,12,8,10,15,56,202,532,640,837,1050,1449,1460,1261,1067,981,926,542,352,277,259,123,55
Lincoln-Swanston (West),54,48,29,15,11,9,13,25,66,234,221,241,257,326,362,352,388,435,505,372,290,236,187,127,79
Lonsdale St - Elizabeth St (North),56,69,41,25,15,13,22,49,107,268,329,378,450,668,704,589,548,574,706,639,559,482,386,217,102
Bourke St Bridge,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourke St - Spencer St (North),58,105,54,40,19,22,83,228,658,1415,928,744,749,1005,1028,812,921,1306,1547,846,523,381,341,271,191
RMIT Building 80,59,102,73,36,22,21,34,98,239,840,1025,1087,1418,1849,1706,1766,1674,1707,1723,1273,958,674,474,309,186
RMIT Building 14,61,78,50,27,14,13,35,87,251,674,660,724,803,1100,1054,981,990,1080,1195,918,738,546,405,245,136
Elizabeth St-La Trobe St (East),55,41,27,1,0,0,0,0,0,25,85,133,153,210,230,227,246,292,361,309,223,186,148,107,63
La Trobe St (North),62,84,54,36,24,18,25,82,96,173,212,276,313,402,416,418,399,431,499,506,385,329,260,196,126
231 Bourke St,63,56,29,20,14,8,13,51,129,261,287,389,477,804,796,605,564,551,581,436,353,287,201,135,77
Royal Pde - Grattan St,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swanston St - City Square,65,54,27,21,16,27,32,82,250,590,446,446,569,754,798,758,779,872,1036,608,398,301,243,173,111
State Library- New,66,131,75,39,22,21,35,88,244,600,662,902,1364,1989,2219,2245,2399,2545,2683,2208,1783,1422,1024,536,215
Flinders Ln -Degraves St (South),67,28,14,8,7,7,19,103,226,486,666,680,770,1053,1061,877,852,756,818,632,461,367,261,141,58
Flinders Ln -Degraves St (North),68,2,0,1,0,1,2,18,80,195,262,304,369,561,524,413,360,293,260,212,163,118,72,30,9
Flinders Ln -Degraves St (Crossing),69,1,1,2,2,6,9,24,89,238,266,329,378,510,487,400,329,273,233,112,74,57,36,13,5
Errol Street (East),70,5,3,2,1,2,4,19,59,141,153,191,238,323,316,237,271,284,320,294,216,164,105,54,13
Westwood Place,71,9,3,3,3,3,8,12,31,55,62,58,54,57,44,27,18,27,47,40,20,9,10,9,8
Flinders St- ACMI,72,42,18,8,7,8,25,77,192,593,338,315,400,492,469,482,460,609,869,484,254,204,171,185,96
Bourke St - Spencer St (South),73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring St- Flinders St (West),75,4,1,0,0,1,7,31,56,107,74,70,74,111,116,93,88,93,127,78,45,29,17,9,6
Macaulay Rd-Bellair St,76,1,0,0,0,0,3,20,54,128,119,101,109,125,108,87,123,112,125,93,57,29,15,8,2
Harbour Esplanade (West) - Pedestrian Path,77,18,9,4,2,3,10,51,144,231,161,148,164,253,214,172,209,241,327,277,227,195,125,70,60
Harbour Esplanade (West) - Bike Path,78,11,4,1,1,1,1,11,50,123,70,67,72,81,82,84,104,153,180,79,44,22,13,12,16
Flinders St (South),79,121,49,30,28,24,52,162,309,750,607,610,709,807,851,839,811,892,1053,743,504,459,445,351,201
Elizabeth St - Flinders St (East) - New footpath,84,163,79,48,37,36,84,329,728,1573,1268,1254,1484,1930,2043,1932,2051,2304,2824,2075,1500,1249,1088,740,312
Macaulay Rd (North),85,2,0,0,0,1,7,30,75,148,137,118,137,190,145,116,163,127,160,130,78,43,20,11,5
Queensberry St - Errol St (South),86,2,1,1,0,1,2,14,34,69,67,76,92,140,127,91,99,95,102,92,70,51,26,11,5
Errol St (West),87,5,3,1,1,5,6,24,63,145,125,161,184,295,252,175,188,174,179,159,119,83,38,17,10
Flagstaff station (East),88,21,12,6,4,3,10,26,81,217,181,142,158,227,297,186,159,186,245,171,121,107,81,57,31
William St - Little Lonsdale St (West),89,37,22,15,10,10,62,193,581,1835,917,498,391,610,716,457,441,709,1027,389,238,164,151,97,57
La Trobe St - William St (South),90,38,19,10,6,8,30,98,265,624,395,254,232,370,376,291,313,480,548,285,179,179,138,96,60
114 Flinders St,91,51,20,9,5,5,14,49,147,398,284,239,256,377,387,326,315,377,562,384,233,182,148,150,85
Birrarung Marr East - Batman Ave Bridge Entry,92,0,0,0,0,0,0,4,18,25,17,17,23,46,47,27,21,27,34,27,21,9,2,1,1
474 Flinders St,141,68,35,23,17,21,23,40,90,200,197,239,246,325,318,257,243,234,253,194,167,147,134,99,76
Hamer Hall - River Side,142,24,6,3,1,1,7,95,257,347,300,410,537,886,865,653,561,577,672,593,495,350,147,80,26
Cnr Bourke St and Harbour Esplanade,137,1,0,0,0,0,1,8,51,96,66,40,54,97,77,55,90,127,101,34,22,12,5,5,2
Flinders Walk - Sandridge Bridge,139,9,4,1,1,0,2,19,103,327,123,80,88,128,133,97,102,153,246,112,61,47,37,23,12
Birrarung Marr - Federation Bridge,136,5,0,0,0,0,3,39,144,247,148,125,138,213,256,252,167,204,358,221,133,37,16,24,9
Boyd Park,140,0,0,0,0,0,1,24,95,199,130,131,133,148,151,136,177,192,210,132,92,31,1,1,0
I-Hub 892 Bourke Street,130,0,0,0,0,0,0,3,12,22,35,48,54,93,80,56,52,53,49,40,22,15,4,2,1
I-Hub Corner of King Street and Latrobe Street,132,57,31,16,10,10,14,39,97,217,166,198,200,288,303,238,258,278,325,291,236,202,174,125,81
Total,,4689,2379,1408,1027,1040,2318,7269,17673,40687,32802,33859,40858,58966,59904,52766,52730,57693,67033,47790,34569,27756,22189,14486,7500
